Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_104_597,VSS,Metal1,341.7800,423.7085,0.000000
FILLER_104_593,VSS,Metal1,339.3600,423.3600,0.000000
FILLER_104_583,VSS,Metal1,333.7600,423.3600,0.000000
FILLER_104_575,VSS,Metal1,330.4530,423.8215,0.000000
FILLER_104_559,VSS,Metal1,323.6320,423.9080,0.000000
FILLER_104_527,VSS,Metal1,310.1240,423.9575,0.000000
FILLER_104_521,VSS,Metal1,299.2200,423.7085,0.000000
FILLER_104_457,VSS,Metal1,279.8445,423.9975,0.000000
FILLER_104_447,VSS,Metal1,258.7730,423.8215,0.000000
FILLER_104_435,VSS,Metal1,250.8800,423.3600,0.000000
FILLER_104_419,VSS,Metal1,245.2320,423.9080,0.000000
FILLER_104_387,VSS,Metal1,231.7240,423.9575,0.000000
FILLER_104_381,VSS,Metal1,220.8200,423.7085,0.000000
FILLER_104_317,VSS,Metal1,201.4445,423.9975,0.000000
FILLER_104_311,VSS,Metal1,181.6200,423.7085,0.000000
FILLER_104_295,VSS,Metal1,172.6600,423.7085,0.000000
FILLER_104_279,VSS,Metal1,166.8320,423.9080,0.000000
FILLER_104_247,VSS,Metal1,153.3240,423.9575,0.000000
FILLER_104_243,VSS,Metal1,143.3600,423.3600,0.000000
FILLER_104_235,VSS,Metal1,140.0530,423.8215,0.000000
FILLER_104_200,VSS,Metal1,119.0000,423.3600,0.000000
FILLER_104_192,VSS,Metal1,115.9730,423.8215,0.000000
FILLER_104_185,VSS,Metal1,110.8800,423.3600,0.000000
FILLER_104_177,VSS,Metal1,107.5730,423.8215,0.000000
FILLER_104_174,VSS,Metal1,104.4400,423.3600,0.000000
FILLER_104_172,VSS,Metal1,103.6000,423.3600,0.000000
FILLER_104_168,VSS,Metal1,101.5400,423.7085,0.000000
FILLER_104_152,VSS,Metal1,95.7120,423.9080,0.000000
FILLER_104_145,VSS,Metal1,88.4800,423.3600,0.000000
FILLER_104_141,VSS,Metal1,86.4200,423.7085,0.000000
FILLER_104_135,VSS,Metal1,82.6000,423.3600,0.000000
FILLER_104_131,VSS,Metal1,80.8200,423.7085,0.000000
