Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_32_225,VDD,Metal1,133.2800,145.0400,5.000000
FILLER_32_217,VDD,Metal1,130.9865,144.4630,5.000000
FILLER_32_211,VDD,Metal1,125.1600,145.0400,5.000000
FILLER_32_207,VDD,Metal1,124.1400,144.6075,5.000000
FILLER_32_198,VDD,Metal1,117.8800,145.0400,5.000000
FILLER_32_196,VDD,Metal1,117.0400,145.0400,5.000000
FILLER_32_181,VDD,Metal1,108.6400,145.0400,5.000000
FILLER_32_177,VDD,Metal1,107.3400,144.6075,5.000000
FILLER_32_159,VDD,Metal1,100.8480,144.3480,5.000000
FILLER_32_107,VDD,Metal1,67.2000,145.0400,5.000000
FILLER_32_90,VDD,Metal1,57.4000,145.0400,5.000000
FILLER_32_39,VDD,Metal1,28.8400,145.0400,5.000000
FILLER_32_37,VDD,Metal1,28.0000,145.0400,5.000000
FILLER_32_2,VDD,Metal1,8.1200,145.0400,5.000000
FILLER_31_296,VDD,Metal1,173.0400,137.2000,5.000000
FILLER_31_292,VDD,Metal1,171.7400,137.6325,5.000000
FILLER_31_274,VDD,Metal1,160.7200,137.2000,5.000000
FILLER_31_270,VDD,Metal1,159.4200,137.6325,5.000000
FILLER_31_234,VDD,Metal1,138.3200,137.2000,5.000000
FILLER_31_225,VDD,Metal1,133.0000,137.2000,5.000000
FILLER_31_223,VDD,Metal1,132.1600,137.2000,5.000000
FILLER_31_214,VDD,Metal1,126.8400,137.2000,5.000000
FILLER_31_212,VDD,Metal1,126.0000,137.2000,5.000000
FILLER_31_208,VDD,Metal1,123.7600,137.2000,5.000000
FILLER_31_196,VDD,Metal1,117.0400,137.2000,5.000000
FILLER_31_155,VDD,Metal1,94.0800,137.2000,5.000000
FILLER_31_142,VDD,Metal1,86.5200,137.2000,5.000000
FILLER_31_136,VDD,Metal1,84.3800,137.6325,5.000000
FILLER_31_108,VDD,Metal1,67.4800,137.2000,5.000000
FILLER_31_106,VDD,Metal1,66.6400,137.2000,5.000000
FILLER_31_69,VDD,Metal1,45.6400,137.2000,5.000000
FILLER_31_67,VDD,Metal1,44.8000,137.2000,5.000000
FILLER_31_38,VDD,Metal1,28.2800,137.2000,5.000000
FILLER_31_36,VDD,Metal1,27.4400,137.2000,5.000000
FILLER_30_344,VDD,Metal1,199.6400,137.2000,5.000000
FILLER_30_342,VDD,Metal1,198.8000,137.2000,5.000000
FILLER_30_338,VDD,Metal1,197.5000,136.7675,5.000000
FILLER_30_322,VDD,Metal1,192.1280,136.5080,5.000000
FILLER_30_313,VDD,Metal1,182.5600,137.2000,5.000000
FILLER_30_298,VDD,Metal1,173.8800,137.2000,5.000000
FILLER_30_249,VDD,Metal1,146.4400,137.2000,5.000000
FILLER_30_247,VDD,Metal1,145.6000,137.2000,5.000000
FILLER_30_244,VDD,Metal1,143.6400,137.2000,5.000000
FILLER_30_221,VDD,Metal1,131.0400,137.2000,5.000000
FILLER_30_213,VDD,Metal1,128.7465,136.6230,5.000000
FILLER_30_207,VDD,Metal1,122.9200,137.2000,5.000000
FILLER_30_205,VDD,Metal1,122.0800,137.2000,5.000000
FILLER_30_195,VDD,Metal1,116.2000,137.2000,5.000000
FILLER_30_191,VDD,Metal1,115.1800,136.7675,5.000000
FILLER_30_127,VDD,Metal1,78.1200,137.2000,5.000000
FILLER_30_104,VDD,Metal1,65.2400,137.2000,5.000000
FILLER_30_102,VDD,Metal1,64.4000,137.2000,5.000000
FILLER_30_67,VDD,Metal1,44.5200,137.2000,5.000000
FILLER_30_37,VDD,Metal1,27.7200,137.2000,5.000000
FILLER_30_29,VDD,Metal1,23.2400,137.2000,5.000000
FILLER_30_27,VDD,Metal1,22.4000,137.2000,5.000000
FILLER_30_23,VDD,Metal1,21.1000,136.7675,5.000000
FILLER_30_2,VDD,Metal1,8.1200,137.2000,5.000000
FILLER_29_354,VDD,Metal1,205.2400,129.3600,5.000000
FILLER_29_352,VDD,Metal1,204.4000,129.3600,5.000000
FILLER_29_299,VDD,Metal1,174.4400,129.3600,5.000000
FILLER_29_282,VDD,Metal1,165.2000,129.3600,5.000000
FILLER_29_274,VDD,Metal1,160.7200,129.3600,5.000000
FILLER_29_270,VDD,Metal1,159.4200,129.7925,5.000000
FILLER_29_235,VDD,Metal1,138.6000,129.3600,5.000000
FILLER_29_231,VDD,Metal1,137.5800,129.7925,5.000000
FILLER_29_212,VDD,Metal1,126.0000,129.3600,5.000000
FILLER_29_209,VDD,Metal1,124.0400,129.3600,5.000000
FILLER_29_207,VDD,Metal1,123.2000,129.3600,5.000000
FILLER_29_185,VDD,Metal1,110.8800,129.3600,5.000000
FILLER_29_150,VDD,Metal1,91.0000,129.3600,5.000000
FILLER_29_136,VDD,Metal1,84.3800,129.7925,5.000000
FILLER_29_127,VDD,Metal1,78.1200,129.3600,5.000000
FILLER_29_125,VDD,Metal1,77.2800,129.3600,5.000000
FILLER_29_105,VDD,Metal1,66.0800,129.3600,5.000000
FILLER_29_85,VDD,Metal1,54.8800,129.3600,5.000000
FILLER_29_61,VDD,Metal1,42.3800,129.7925,5.000000
FILLER_29_54,VDD,Metal1,37.5200,129.3600,5.000000
FILLER_28_383,VDD,Metal1,221.4800,129.3600,5.000000
FILLER_28_304,VDD,Metal1,177.2400,129.3600,5.000000
FILLER_28_302,VDD,Metal1,176.4000,129.3600,5.000000
FILLER_28_247,VDD,Metal1,146.5400,128.9275,5.000000
FILLER_28_229,VDD,Metal1,136.4600,128.9275,5.000000
FILLER_28_221,VDD,Metal1,133.2265,128.7830,5.000000
FILLER_28_186,VDD,Metal1,111.4400,129.3600,5.000000
FILLER_28_174,VDD,Metal1,104.4400,129.3600,5.000000
FILLER_28_166,VDD,Metal1,102.4265,128.7830,5.000000
FILLER_28_135,VDD,Metal1,83.8200,128.9275,5.000000
FILLER_28_126,VDD,Metal1,77.5600,129.3600,5.000000
FILLER_28_115,VDD,Metal1,71.4000,129.3600,5.000000
FILLER_28_98,VDD,Metal1,61.8800,129.3600,5.000000
FILLER_28_56,VDD,Metal1,40.8265,128.7830,5.000000
FILLER_28_37,VDD,Metal1,28.0000,129.3600,5.000000
FILLER_28_31,VDD,Metal1,25.5800,128.9275,5.000000
FILLER_28_23,VDD,Metal1,22.3465,128.7830,5.000000
FILLER_28_2,VDD,Metal1,8.1200,129.3600,5.000000
FILLER_27_291,VDD,Metal1,170.2400,121.5200,5.000000
FILLER_27_276,VDD,Metal1,162.7800,121.9525,5.000000
FILLER_27_236,VDD,Metal1,139.1600,121.5200,5.000000
FILLER_27_232,VDD,Metal1,138.1400,121.9525,5.000000
FILLER_27_212,VDD,Metal1,125.7200,121.5200,5.000000
FILLER_27_206,VDD,Metal1,123.5800,121.9525,5.000000
FILLER_27_194,VDD,Metal1,115.6400,121.5200,5.000000
FILLER_27_192,VDD,Metal1,114.8000,121.5200,5.000000
FILLER_27_188,VDD,Metal1,113.5000,121.9525,5.000000
FILLER_27_182,VDD,Metal1,108.9200,121.5200,5.000000
FILLER_27_146,VDD,Metal1,89.0400,121.5200,5.000000
FILLER_27_142,VDD,Metal1,87.7400,121.9525,5.000000
FILLER_27_139,VDD,Metal1,84.8400,121.5200,5.000000
FILLER_27_114,VDD,Metal1,72.0600,121.9525,5.000000
FILLER_27_46,VDD,Metal1,33.9800,121.9525,5.000000
FILLER_27_37,VDD,Metal1,28.9400,121.9525,5.000000
FILLER_27_2,VDD,Metal1,8.1200,121.5200,5.000000
FILLER_26_365,VDD,Metal1,211.6800,121.5200,5.000000
FILLER_26_329,VDD,Metal1,191.5200,121.5200,5.000000
FILLER_26_325,VDD,Metal1,190.2200,121.0875,5.000000
FILLER_26_317,VDD,Metal1,186.9865,120.9430,5.000000
FILLER_26_305,VDD,Metal1,178.0800,121.5200,5.000000
FILLER_26_233,VDD,Metal1,139.9465,120.9430,5.000000
FILLER_26_216,VDD,Metal1,127.9600,121.5200,5.000000
FILLER_26_212,VDD,Metal1,126.9400,121.0875,5.000000
FILLER_26_204,VDD,Metal1,123.7065,120.9430,5.000000
FILLER_26_140,VDD,Metal1,85.4000,121.5200,5.000000
FILLER_26_138,VDD,Metal1,84.5600,121.5200,5.000000
FILLER_26_93,VDD,Metal1,60.3000,121.0875,5.000000
FILLER_26_60,VDD,Metal1,41.8200,121.0875,5.000000
FILLER_26_45,VDD,Metal1,32.4800,121.5200,5.000000
FILLER_26_37,VDD,Metal1,30.1865,120.9430,5.000000
FILLER_26_34,VDD,Metal1,26.0400,121.5200,5.000000
FILLER_26_32,VDD,Metal1,25.2000,121.5200,5.000000
FILLER_26_4,VDD,Metal1,9.2400,121.5200,5.000000
FILLER_26_2,VDD,Metal1,8.4000,121.5200,5.000000
FILLER_25_382,VDD,Metal1,221.2000,113.6800,5.000000
FILLER_25_352,VDD,Metal1,204.1200,113.6800,5.000000
FILLER_25_298,VDD,Metal1,174.1600,113.6800,5.000000
FILLER_25_294,VDD,Metal1,172.8600,114.1125,5.000000
